ID,Flow_rate,Volume,Ca0,Cb0,Cx0,Cyo,Czo,Time,Caf,Cbf,Cxf,Cyf,Czf
1,0.05,0.5,0.5,0.5,0,0,0,0.0,0.5000933033300087,0.5000421051859407,2.902625109501553e-05,4.134365885114152e-06,0.0
1,0.05,0.5,0.5,0.5,0,0,0,0.002004008016032064,0.5000152210856468,0.5000560817414467,2.6995793589276326e-05,1.010437144018349e-05,1.3315335270701666e-07
1,0.05,0.5,0.5,0.5,0,0,0,0.004008016032064128,0.4999355161245808,0.500113288851337,0.0,0.0,0.0
1,0.05,0.5,0.5,0.5,0,0,0,0.006012024048096192,0.49994726534475475,0.49994489617830806,0.0,0.0,0.0
1,0.05,0.5,0.5,0.5,0,0,0,0.008016032064128256,0.49980453153659526,0.5002346128357013,9.602221249418748e-05,0.0,1.914939954732816e-06
1,0.05,0.5,0.5,0.5,0,0,0,0.01002004008016032,0.5000020327459976,0.49986288687803826,0.0,1.3032538626058265e-05,0.0
1,0.05,0.5,0.5,0.5,0,0,0,0.012024048096192385,0.4999662193202044,0.4999579451434504,5.3814172695740815e-05,0.0,0.0
1,0.05,0.5,0.5,0.5,0,0,0,0.014028056112224447,0.4999242588996542,0.5000122361857569,2.290262834251475e-05,1.955149707833465e-05,0.0
1,0.05,0.5,0.5,0.5,0,0,0,0.01603206412825651,0.5000155020219965,0.5000349260410326,7.096701896840133e-05,0.0,1.4330984186434124e-06
1,0.05,0.5,0.5,0.5,0,0,0,0.018036072144288578,0.5000123808848198,0.49979632512451755,3.835738992434651e-05,2.8043293840135345e-05,0.0
1,0.05,0.5,0.5,0.5,0,0,0,0.02004008016032064,0.500039374786574,0.5000280409730518,1.2095374807279321e-05,2.969037046472021e-05,3.380215826458764e-06
1,0.05,0.5,0.5,0.5,0,0,0,0.022044088176352707,0.4999161291585821,0.5000384726744472,0.00012718676496075874,1.1301140350698976e-05,0.0
1,0.05,0.5,0.5,0.5,0,0,0,0.02404809619238477,0.49988905510016846,0.49990736427022936,0.0,3.0286613633343273e-05,0.0
1,0.05,0.5,0.5,0.5,0,0,0,0.026052104208416835,0.4999078835135952,0.4999584843597388,8.446401549056118e-05,0.0,8.692860296684578e-07
1,0.05,0.5,0.5,0.5,0,0,0,0.028056112224448895,0.4998992982919474,0.5000821111381767,0.0001775556530122017,3.687159167752821e-05,1.0102799096011257e-06
1,0.05,0.5,0.5,0.5,0,0,0,0.03006012024048096,0.49990974645320496,0.49981603536522723,0.00012358671680312138,3.473055314600885e-05,0.0
1,0.05,0.5,0.5,0.5,0,0,0,0.03206412825651302,0.49983267171370266,0.4999261354878947,6.044850569394984e-05,1.3065515761278955e-05,0.0
