ID,Flow_rate,Volume,Ca0,Cb0,Cx0,Cyo,Czo,Time,Caf,Cbf,Cxf,Cyf,Czf
1,0.05,5,0.5,0.1,0,0,0,0.0,0.499890964046867,0.1006229370736165,4.127019563650513e-05,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.0020040080160320644,0.4995571105017799,0.0997829278486187,6.929738876682148e-05,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.004008016032064129,0.5000652595270968,0.09974856876931919,0.0,4.517745974586287e-05,0.0
1,0.05,5,0.5,0.1,0,0,0,0.006012024048096192,0.49956885855662625,0.10013125769321594,4.270224448427829e-05,5.7471862529769104e-05,3.953667033180376e-07
1,0.05,5,0.5,0.1,0,0,0,0.008016032064128258,0.49986948118662394,0.10064126249318084,2.066893528538757e-05,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.010020040080160322,0.4999810398850694,0.09940501595589814,0.00013058461402603707,0.0,5.739856177303591e-06
1,0.05,5,0.5,0.1,0,0,0,0.012024048096192385,0.5000440722853656,0.09987868199738442,5.774858567953595e-05,0.0,6.656755363094612e-06
1,0.05,5,0.5,0.1,0,0,0,0.014028056112224449,0.5001247635700508,0.09996824412734982,0.00021900817968878282,3.313971407669812e-05,3.6277528558361575e-08
1,0.05,5,0.5,0.1,0,0,0,0.016032064128256515,0.4998188208161411,0.10021978604348043,2.9309036683097505e-05,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.018036072144288578,0.4997716571821583,0.10044055880018368,0.0,4.115672091679799e-06,1.0179631944582069e-05
1,0.05,5,0.5,0.1,0,0,0,0.020040080160320644,0.49978170056544824,0.09984006053298287,0.00014846634671702722,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.022044088176352707,0.4999756377978712,0.09968111107751275,0.0001104009433979672,6.518367031868485e-05,8.244695578986217e-06
1,0.05,5,0.5,0.1,0,0,0,0.02404809619238477,0.49980831621879535,0.09962477266616954,2.204284893035695e-05,2.4230772172654468e-05,0.0
1,0.05,5,0.5,0.1,0,0,0,0.026052104208416835,0.5002339841448878,0.09965041948339336,0.00014542132977211073,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.028056112224448898,0.4997889739376671,0.09954899092569511,0.00026542346058340056,0.0,9.417499414335033e-07
1,0.05,5,0.5,0.1,0,0,0,0.030060120240480964,0.4997545798054487,0.09997163441417507,0.00022475530032390597,4.990591422993081e-06,0.0
1,0.05,5,0.5,0.1,0,0,0,0.03206412825651303,0.4998362666763647,0.09960269195407617,0.0003127686444061678,0.0,7.5573702218234085e-06
1,0.05,5,0.5,0.1,0,0,0,0.034068136272545096,0.49978362123040637,0.0993103446227165,0.00015020655663827668,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.036072144288577156,0.49970323748797507,0.09959242170471022,0.00030060650281727363,0.0,6.993444764207044e-06
1,0.05,5,0.5,0.1,0,0,0,0.03807615230460922,0.49970400481351523,0.09966119630360208,0.0002460827986143495,0.0,4.282006750772045e-06
1,0.05,5,0.5,0.1,0,0,0,0.04008016032064129,0.4996120722538578,0.09968471208974071,0.0002975875734958166,0.0,8.67632999178898e-06
1,0.05,5,0.5,0.1,0,0,0,0.042084168336673354,0.49982364664439105,0.09983802145808136,0.00028905243583562766,2.158787011104054e-05,0.0
1,0.05,5,0.5,0.1,0,0,0,0.04408817635270541,0.4999832888198806,0.09988609625763818,0.00037262550207676977,3.402735128041484e-05,3.569179342067923e-06
1,0.05,5,0.5,0.1,0,0,0,0.04609218436873748,0.49974039526354636,0.09964563606542129,0.0002996337798717,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.04809619238476954,0.499595186340856,0.0997232013785201,0.0003807269618006892,0.0,3.7145938687442525e-06
1,0.05,5,0.5,0.1,0,0,0,0.050100200400801605,0.4996314463309872,0.09959015456296778,0.0005098734124128982,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.05210420841683367,0.49954536015123757,0.09982494659056902,0.0003775882743930542,0.00010424935069249675,7.984619553572132e-06
1,0.05,5,0.5,0.1,0,0,0,0.05410821643286574,0.49929231575897515,0.09981166275422808,0.0002922635664758504,1.991935368605152e-05,9.033705935326091e-06
1,0.05,5,0.5,0.1,0,0,0,0.056112224448897796,0.49981705045930147,0.09939396519885063,0.00027502344522600943,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.05811623246492986,0.4998013036270097,0.09991158410646687,0.0003103200493211089,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.06012024048096193,0.4997704075954957,0.10010972376820233,0.00030782201307799807,0.0,6.35508659559162e-07
1,0.05,5,0.5,0.1,0,0,0,0.062124248496993995,0.4995552680321731,0.09965794563124657,0.00034454115265600087,0.0,1.5864673425642818e-06
1,0.05,5,0.5,0.1,0,0,0,0.06412825651302606,0.49962823601661915,0.09970547535700171,0.0005646728498105449,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.06613226452905813,0.4996524514952098,0.09949164763557519,0.0003229482983251261,9.204882677085378e-05,0.0
1,0.05,5,0.5,0.1,0,0,0,0.06813627254509019,0.4993746758259444,0.0996244864403456,0.0004705016497130942,5.647669890091066e-05,0.0
1,0.05,5,0.5,0.1,0,0,0,0.07014028056112225,0.49962332992755476,0.0996257221618677,0.0004349152724371265,7.497865361447798e-05,0.0
1,0.05,5,0.5,0.1,0,0,0,0.07214428857715431,0.4994255474369762,0.09990366508887663,0.00039043366350301065,7.52450685769673e-05,8.415083314907085e-06
1,0.05,5,0.5,0.1,0,0,0,0.07414829659318638,0.4997099384636392,0.09928613614091786,0.00036986018978024616,0.0,7.861980243546893e-07
1,0.05,5,0.5,0.1,0,0,0,0.07615230460921844,0.49939398473051294,0.09958620127797078,0.0005090466608228758,0.0,2.001890353299196e-07
1,0.05,5,0.5,0.1,0,0,0,0.07815631262525051,0.499405701114769,0.09947532284453926,0.00048531342910511274,1.9713138206215263e-06,1.0487449536524241e-05
1,0.05,5,0.5,0.1,0,0,0,0.08016032064128258,0.49948003739034036,0.09959443272035434,0.0005236000917402292,5.635242964789971e-05,0.0
1,0.05,5,0.5,0.1,0,0,0,0.08216432865731464,0.49952733122851756,0.09921383581306735,0.0005194499578198798,2.3458832034599128e-05,0.0
1,0.05,5,0.5,0.1,0,0,0,0.08416833667334671,0.49958040493666556,0.09943406434691837,0.0005441113374064782,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.08617234468937877,0.49927883771928655,0.10006413939287326,0.00033064171363880463,0.0,4.506145248971275e-07
1,0.05,5,0.5,0.1,0,0,0,0.08817635270541083,0.4995357156144834,0.09942928446439853,0.0005976330168047676,1.3866257470339596e-05,4.0947658785113284e-07
1,0.05,5,0.5,0.1,0,0,0,0.09018036072144289,0.49950894350223063,0.09947068830715741,0.0004975418883971163,0.0,6.715226904031433e-06
1,0.05,5,0.5,0.1,0,0,0,0.09218436873747496,0.4991905067694901,0.09961955997691267,0.0006159972885346679,3.9271674480527335e-05,6.593528088765085e-06
1,0.05,5,0.5,0.1,0,0,0,0.09418837675350702,0.49973463667206014,0.09873626103768567,0.0006663781476350548,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.09619238476953908,0.4992291050716069,0.09962294962639694,0.0005750940736025932,7.368519794345184e-05,0.0
1,0.05,5,0.5,0.1,0,0,0,0.09819639278557114,0.4992752794394941,0.09922094526626475,0.0006739559570388543,0.0,1.7140971067040992e-05
1,0.05,5,0.5,0.1,0,0,0,0.10020040080160321,0.4994355109920886,0.09922561476288035,0.0005868002104699349,4.95957253211621e-05,0.0
1,0.05,5,0.5,0.1,0,0,0,0.10220440881763528,0.4990043518448601,0.09922392008590127,0.0006090559781723679,0.0,1.3023593341517671e-05
1,0.05,5,0.5,0.1,0,0,0,0.10420841683366734,0.4995317217094179,0.09912947042420574,0.0005715718696995071,4.258205545736161e-05,3.1970028361409994e-06
1,0.05,5,0.5,0.1,0,0,0,0.10621242484969941,0.4994075980305127,0.0987444065729642,0.0006140103013062228,0.00013127735763094784,0.0
1,0.05,5,0.5,0.1,0,0,0,0.10821643286573147,0.4993533342972024,0.09923873738656834,0.0006773489776523849,2.715276634752084e-05,8.863116286333976e-06
1,0.05,5,0.5,0.1,0,0,0,0.11022044088176353,0.49906611180884297,0.09901635660309328,0.0005514159985309809,0.00012946472803487496,0.0
1,0.05,5,0.5,0.1,0,0,0,0.11222444889779559,0.4991670923885729,0.09926504901297001,0.0006252795145228245,7.458052398424194e-05,4.038380547918932e-06
1,0.05,5,0.5,0.1,0,0,0,0.11422845691382766,0.4990986713497901,0.0994811255569152,0.0005911308505395969,3.2745540914970597e-05,1.0754859842998853e-05
1,0.05,5,0.5,0.1,0,0,0,0.11623246492985972,0.49927123029631043,0.09913582571653574,0.0006430300795185833,7.382462133737234e-06,4.025785151420684e-06
1,0.05,5,0.5,0.1,0,0,0,0.11823647294589179,0.49931958178050057,0.0992321626506395,0.0006738999020344662,0.0,1.2065671602134837e-05
1,0.05,5,0.5,0.1,0,0,0,0.12024048096192386,0.4989991283391708,0.09929300902850341,0.000695454505309107,8.009048764382994e-05,7.519092500154775e-06
1,0.05,5,0.5,0.1,0,0,0,0.12224448897795592,0.49932541845722744,0.09914771915381097,0.0007573388818116542,0.00012870955227980827,1.8734392560201733e-05
1,0.05,5,0.5,0.1,0,0,0,0.12424849699398799,0.4993621027751512,0.09939273829923656,0.0006216194472760312,0.00017180037323169162,0.0
1,0.05,5,0.5,0.1,0,0,0,0.12625250501002006,0.4991769866131978,0.09933257701563933,0.0007632604193789468,0.00011145580743234421,1.1908672405458004e-05
1,0.05,5,0.5,0.1,0,0,0,0.12825651302605212,0.49908816088521335,0.09914339211920226,0.0007657572368901843,5.599699603753478e-05,7.568293773840969e-06
1,0.05,5,0.5,0.1,0,0,0,0.1302605210420842,0.49940293035577665,0.09869325623424298,0.0005885111077434587,6.555748905148004e-05,3.885141139441979e-06
1,0.05,5,0.5,0.1,0,0,0,0.13226452905811625,0.49895387935492574,0.09947360174689045,0.0008230565906623093,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.13426853707414832,0.49917005878562726,0.09931933946707228,0.0007677787688089102,0.0,7.731329645486791e-06
1,0.05,5,0.5,0.1,0,0,0,0.13627254509018039,0.49898730581326695,0.09901076287582956,0.0006583317128615682,0.0,9.251299650857685e-06
1,0.05,5,0.5,0.1,0,0,0,0.13827655310621242,0.49890205852139724,0.09899431306154852,0.0008515856497521073,0.00012090403632258511,2.2998741829587422e-05
1,0.05,5,0.5,0.1,0,0,0,0.1402805611222445,0.49925235973775406,0.09885008139139495,0.0007020131522144965,8.477191568020852e-05,2.5855173251571447e-05
1,0.05,5,0.5,0.1,0,0,0,0.14228456913827656,0.4990397688791013,0.09926672547952962,0.0006355449113005692,0.0,0.0
1,0.05,5,0.5,0.1,0,0,0,0.14428857715430862,0.4990977470057287,0.09876790341275528,0.0008215495456536144,0.00014029794596905754,1.513184293921521e-07
1,0.05,5,0.5,0.1,0,0,0,0.1462925851703407,0.49908076192877227,0.09877644645729992,0.000764417558816362,8.613208362004017e-05,6.6382222954733435e-06
1,0.05,5,0.5,0.1,0,0,0,0.14829659318637275,0.4996503996453558,0.09929151846918612,0.0007646481854017447,6.513795474656178e-05,0.0
1,0.05,5,0.5,0.1,0,0,0,0.15030060120240482,0.4991474649219224,0.09902463758050256,0.0009509444346004642,0.00017167895747929548,9.280841705421994e-06
1,0.05,5,0.5,0.1,0,0,0,0.1523046092184369,0.4990220094022725,0.09882315589876065,0.0008115329030270068,9.696240917307346e-05,1.3922402771906585e-06
1,0.05,5,0.5,0.1,0,0,0,0.15430861723446895,0.49929451170746614,0.09886800815885448,0.0007696988219345756,0.00013208104304809277,1.587771928992183e-05
1,0.05,5,0.5,0.1,0,0,0,0.15631262525050102,0.4990372604776846,0.09931696081784,0.0008250218848458128,6.695465252563737e-05,4.153282437643175e-06
1,0.05,5,0.5,0.1,0,0,0,0.15831663326653309,0.4990292078707453,0.09912023161892544,0.0008841241760659872,9.812183686034464e-05,1.2091687818116356e-05
1,0.05,5,0.5,0.1,0,0,0,0.16032064128256515,0.49907773991869064,0.09889134337041941,0.000881777005589419,0.00010246845310776613,0.0
1,0.05,5,0.5,0.1,0,0,0,0.16232464929859722,0.49900016460504804,0.09877947850583718,0.0009406628909635705,8.262455744007758e-05,7.105509019819996e-06
1,0.05,5,0.5,0.1,0,0,0,0.16432865731462928,0.49865960775638707,0.09892584786117073,0.0009613345213993088,0.0001703598369449303,9.873453887344358e-07
1,0.05,5,0.5,0.1,0,0,0,0.16633266533066135,0.4989321812400474,0.0990081681125861,0.000938030678415052,6.017793765937264e-05,0.0
