ID,Flow_rate,Volume,Ca0,Cb0,Cx0,Cyo,Czo,Time,Caf,Cbf,Cxf,Cyf,Czf
1,0.05,5,0.1,0.5,0,0,0,0.0,0.10000428143301361,0.5001375896920173,4.151205912167811e-06,0.0,2.0671537234035655e-05
1,0.05,5,0.1,0.5,0,0,0,0.0020040080160320644,0.09991234073556524,0.4993255947862515,8.961664024544962e-06,9.183894350063513e-05,0.0
1,0.05,5,0.1,0.5,0,0,0,0.004008016032064129,0.09987924559835881,0.49953741675803803,3.056702192287995e-05,0.0,0.0
1,0.05,5,0.1,0.5,0,0,0,0.006012024048096192,0.10009067300475934,0.4995746597679588,4.479537482198141e-05,0.0,0.0
1,0.05,5,0.1,0.5,0,0,0,0.008016032064128258,0.09996598724145354,0.5001236306023428,5.180753385378019e-05,0.0,8.84691383274723e-06
1,0.05,5,0.1,0.5,0,0,0,0.010020040080160322,0.10024199194328232,0.4993142390111995,6.69608535931379e-05,1.9520564528560454e-05,0.00016511323364097196
1,0.05,5,0.1,0.5,0,0,0,0.012024048096192385,0.10015669512667695,0.5003383552527981,8.186386407470983e-05,0.0,0.0
1,0.05,5,0.1,0.5,0,0,0,0.014028056112224449,0.09981039737949617,0.4993303125713905,9.96368672024041e-05,1.8197630148416706e-06,0.0
1,0.05,5,0.1,0.5,0,0,0,0.016032064128256515,0.09996014986343127,0.5001705185807842,0.0001123988673960855,0.0,0.0
1,0.05,5,0.1,0.5,0,0,0,0.018036072144288578,0.09974628836552847,0.49949630567370296,0.00012670973968811644,4.833659486839112e-05,0.0
1,0.05,5,0.1,0.5,0,0,0,0.020040080160320644,0.10002589599373783,0.5002952147136548,0.00013762376364990264,5.433483160677843e-05,3.274730011112454e-05
1,0.05,5,0.1,0.5,0,0,0,0.022044088176352707,0.09998973511569145,0.49953873808572985,0.00014892469492657428,0.0,5.129471687131264e-05
1,0.05,5,0.1,0.5,0,0,0,0.02404809619238477,0.09971931114636501,0.49919920259030254,0.00016328018436412886,0.0,4.030248731774764e-05
1,0.05,5,0.1,0.5,0,0,0,0.026052104208416835,0.10011699524984076,0.5001430011970995,0.00017353281506622144,0.0,0.0
1,0.05,5,0.1,0.5,0,0,0,0.028056112224448898,0.09978713247633166,0.49975219558825884,0.00018082441592310247,8.57015127905664e-05,0.0001967064482154422
1,0.05,5,0.1,0.5,0,0,0,0.030060120240480964,0.09977204595259793,0.4990850529044177,0.00019108534087348774,5.780692073647741e-06,0.0
1,0.05,5,0.1,0.5,0,0,0,0.03206412825651303,0.09979102529249012,0.4999013867016718,0.00020279125025421618,0.0,0.0
1,0.05,5,0.1,0.5,0,0,0,0.034068136272545096,0.09986239383015534,0.4991900282203007,0.00021634568551698557,8.460409546683008e-05,5.3809212303448035e-05
1,0.05,5,0.1,0.5,0,0,0,0.036072144288577156,0.09959834819530312,0.5004806045664677,0.00022549674917557154,7.434458696248333e-06,9.232292060884286e-06
1,0.05,5,0.1,0.5,0,0,0,0.03807615230460922,0.09937610567662004,0.49934234498579766,0.0002372241093994628,8.717327922683207e-05,5.0729466614072036e-05
1,0.05,5,0.1,0.5,0,0,0,0.04008016032064129,0.09979833353417362,0.5000467711234211,0.00024536125474805515,6.392237913743724e-05,2.0087335961720608e-05
